Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Organization Description,Organization Industries,Organization Location,Organization Website,Organization Revenue Range,Funding Status,Investor Names
Seed Round - Anduin,https://www.crunchbase.com/funding_round/anduin-seed--25bf9b54,Anduin,https://www.crunchbase.com/organization/anduin,Seed,,,,2018-04-04,,,,The workflow platform built for private market transactions,"FinTech, Information Technology, Legal Tech, Venture Capital","San Francisco, California, United States, North America",http://www.anduintransact.com,Less than $1M,,500 Startups
Series A - Descomplica,https://www.crunchbase.com/funding_round/descomplica-series-a--98291711,Descomplica,https://www.crunchbase.com/organization/descomplica,Series A,2000000,USD,2000000,2012-12-20,,,,Descomplica is a provider of an online educational platform designed to prepare students for college entrance exams.,"E-Learning, EdTech, Education, Higher Education, Video on Demand","Rio De Janeiro, Rio de Janeiro, Brazil, South America",http://www.descomplica.com.br,$10M to $50M,Late Stage Venture,"500 Startups, Mario Letelier, Social Capital, Valar Ventures, Valor Capital Group"
Seed Round - Sabbar,https://www.crunchbase.com/funding_round/sabbar-seed--2433db86,Sabbar,https://www.crunchbase.com/organization/sabbar,Seed,1500000,USD,1500000,2019-11-25,,,,"Sabbar is a niche on-demand staffing platform for gig workers in the retail, hospitality, and entertainment industries in MENA.","Human Resources, Information Technology, Recruiting, Retail, Staffing Agency","Riyadh, Ar Riyad, Saudi Arabia, Asia",https://sabbar.com,Less than $1M,Seed,"500 Startups, Derayah Financial, Outliers Venture Capital, VentureSouq"
Pre Seed Round - Staple,https://www.crunchbase.com/funding_round/staple-media-labs-pre-seed--42cf5a54,Staple,https://www.crunchbase.com/organization/staple-media-labs,Pre-Seed,,,,2020-04-01,,,,"Staple develops cognitive AI to read, interpret and extract structured data from documents at scale, regardless of layout or language.","Accounting, Banking, Database, Industrial Engineering, Insurance, Machine Learning","Singapore, Central Region, Singapore, Asia",https://www.staple.io/,,Seed,500 Startups
Seed Round - hometouch,https://www.crunchbase.com/funding_round/hometouch-seed--e126b056,hometouch,https://www.crunchbase.com/organization/hometouch,Seed,200000,USD,200000,2017-03-06,,,,hometouch is a home-care marketplace connecting families looking for home care to professional carers.,"Fitness, Health Care, Marketplace, Medical","London, England, United Kingdom, Europe",https://myhometouch.com/,$1M to $10M,Seed,"500 Startups, Bumble Ventures, Bupa, Global Founders Capital, Passion Capital, Social Tech Trust, Will Brooks, Will Martin"
Pre Seed Round - Mero Technologies,https://www.crunchbase.com/funding_round/mero-technologies-pre-seed--c484be10,Mero Technologies,https://www.crunchbase.com/organization/mero-technologies,Pre-Seed,800000,USD,800000,2020-02-11,,,,Commercial Facility Analytics for Property Managers,"Analytics, Internet of Things, Real Estate, Software","Toronto, Ontario, Canada, North America",https://mero.co,$1M to $10M,Seed,500 Startups
Seed Round - FoodMarketHub,https://www.crunchbase.com/funding_round/food-market-hub-seed--ae1b109e,FoodMarketHub,https://www.crunchbase.com/organization/food-market-hub,Seed,450000,USD,450000,2019-05-01,,,,"AI Powered F&B Procurement and Inventory Platform (Restaurants, Central Kitchen, Hotel, Marine Supply, Canteen, Cafe).","Artificial Intelligence, E-Commerce, Enterprise Resource Planning (ERP), Food and Beverage, Information Technology, Mobile Apps, Procurement, Restaurants, Supply Chain Management","Penang, Pulau Pinang, Malaysia, Asia",https://www.foodmarkethub.com/cloud,Less than $1M,Early Stage Venture,500 Startups
Series A - Albert,https://www.crunchbase.com/funding_round/albert-3-series-a--8124d282,Albert,https://www.crunchbase.com/organization/albert-3,Series A,15000000,USD,15000000,2018-12-19,,,,Albert is a financial technology company aiming to democratize money management by making financial advice accessible and affordable.,"Apps, Consulting, Finance, Financial Services, FinTech","Culver City, California, United States, North America",https://albert.com,$1M to $10M,Late Stage Venture,"500 Startups, AltaIR Capital, American Express Ventures, Plug and Play, Portag3 Ventures, QED Investors"
Series A - Social Tables,https://www.crunchbase.com/funding_round/social-tables-series-a--5ddc5346,Social Tables,https://www.crunchbase.com/organization/social-tables,Series A,8000000,USD,8000000,2014-08-06,,,,"Social Tables is a web-based event planning platform for hospitality, meeting and event professionals.","Event Management, Hospitality, Meeting Software, Software, Universities","Washington, District of Columbia, United States, North America",http://www.socialtables.com,$10M to $50M,M&A,"500 Startups, Bessemer Venture Partners, Fortify Ventures, Middleland Capital, Militello Capital, Thayer Ventures"
Pre Seed Round - Silk and Sonder,https://www.crunchbase.com/funding_round/silk-sonder-pre-seed--6ab41465,Silk and Sonder,https://www.crunchbase.com/organization/silk-sonder,Pre-Seed,600000,USD,600000,2019-10-01,,,,Silk and Sonder offers a monthly subscription program that includes a hand-curated journal with pages for mental health.,"Consumer, Consumer Goods, E-Commerce, Lifestyle, Personal Health, Social, Wellness","San Francisco, California, United States, North America",https://www.silkandsonder.com,Less than $1M,Seed,"122WEST VENTURES, 500 Startups, Jackson Moses, Sapna Shah, Saran Chari"
Seed Round - BacklotCars,https://www.crunchbase.com/funding_round/backlot-cars-seed--029ff00e,BacklotCars,https://www.crunchbase.com/organization/backlot-cars,Seed,4800000,USD,4800000,2017-05-01,,,,"BacklotCars allows auto dealers, auto finance, and rental car companies to transact without having to go to physical auctions.","Automotive, Marketplace, Wholesale","Kansas City, Missouri, United States, North America",http://backlotcars.com/,$1M to $10M,M&A,"500 Startups, Arjun Sethi, Blue Fog Capital, KCRise Fund, Primer Sazze Partners, Renren, Royal Street Ventures, SGH CAPITAL, Silicon Badia"
Seed Round - Idwall,https://www.crunchbase.com/funding_round/idwall-seed--4ccdb395,Idwall,https://www.crunchbase.com/organization/idwall,Seed,200000,USD,200000,2016-10-20,,,,Idwall develops software to help small and medium-sized businesses in customer credentialing process.,"Big Data, Identity Management, Information Technology, SaaS, Security, Software","São Paulo, Sao Paulo, Brazil, South America",http://idwall.co/,$1M to $10M,Early Stage Venture,"500 Startups, Eduardo Brennand Campos, Kiko Lumack, Paulo Silveira, Rodrigo Dantas"
Seed Round - Sightly,https://www.crunchbase.com/funding_round/sightly-seed--2c197723,Sightly,https://www.crunchbase.com/organization/sightly,Seed,4294820,USD,4294820,2014-01-28,,,,"An ad tech company focused on digital video, we use data science & human know-how to maximize outcomes and align Brand Mentality™ at speed.","Advertising, Digital Marketing, Digital Media, Marketing, Mobile Advertising, Personalization, Video, Video Advertising","New York, New York, United States, North America",https://www.sightly.com/,$1M to $10M,,"500 Startups, David Arcara, Laconia Ventures, Mack Capital, TomorrowVentures, Windforce Ventures"
Seed Round - ALL DAY,https://www.crunchbase.com/funding_round/all-day-media-seed--7a90e379,ALL DAY,https://www.crunchbase.com/organization/all-day-media,Seed,,,,2013-11-03,,,,ALL DAY is building an editorial media brand and publishing technology for mobile-first Millennial audiences.,"Advertising, Digital Media, Marketing, Social Media","Los Angeles, California, United States, North America",http://allday.com/,Less than $1M,Seed,"500 Startups, QueensBridge Venture Partners"
Seed Round - Qualio,https://www.crunchbase.com/funding_round/qualio-seed--b764131a,Qualio,https://www.crunchbase.com/organization/qualio,Seed,300000,EUR,336891,2016-04-24,,,,Qualio is a SaaS quality management platform that provides scalable quality management services for life sciences companies.,"Biotechnology, Life Science, Medical Device, Pharmaceutical, SaaS, Software","San Francisco, California, United States, North America",https://www.qualio.com,Less than $1M,Early Stage Venture,"500 Startups, Enterprise Ireland"
Seed Round - Baker Technologies,https://www.crunchbase.com/funding_round/baker-technologies-seed--778f3caa,Baker Technologies,https://www.crunchbase.com/organization/baker-technologies,Seed,1600000,USD,1600000,2016-08-05,,,,We make smart products to help the best dispensaries keep their customers happy and loyal.,"Cannabis, CRM, Software","Denver, Colorado, United States, North America",http://www.trybaker.com,Less than $1M,M&A,"500 Startups, Base Ventures, Leaders Fund, Michael Lazerow, Poseidon Asset Management, XG Ventures"
Seed Round - Jala Tech,https://www.crunchbase.com/funding_round/jala-seed--bf6dab37,Jala Tech,https://www.crunchbase.com/organization/jala,Seed,,,,2019-09-10,,,,Jala helps shrimp farmer manage their water quality to boost the yield and create the sustainable business.,"AgTech, Aquaculture, Farming, Hardware, Internet of Things","Yogyakarta, Yogyakarta, Indonesia, Asia",https://jala.tech/en,Less than $1M,Seed,"500 Startups, Conservation International Ventures, Hatch Blue Ltd"
Pre Seed Round - Finaeo,https://www.crunchbase.com/funding_round/finaeo-inc-pre-seed--9a467d2e,Finaeo,https://www.crunchbase.com/organization/finaeo-inc,Pre-Seed,2250000,USD,2250000,2017-09-05,,,,Finaeo helps the life insurance industry simplify distribution by automating the front/back-office of today’s complex supply chain.,"Finance, Financial Services, FinTech","Toronto, Ontario, Canada, North America",https://www.finaeo.com,$1M to $10M,Seed,"500 Startups, 500 Startups Canada, iGan Partners, Impression Ventures, Jamie Rosenblatt, RoboVentures"
Pre Seed Round - Meya.ai,https://www.crunchbase.com/funding_round/meya-ai-pre-seed--f965ce11,Meya.ai,https://www.crunchbase.com/organization/meya-ai,Pre-Seed,150000,USD,150000,2017-05-08,,,,"Meya.ai is a platform to build, train and deploy bots.","Artificial Intelligence, Internet, Messaging","Kitchener, Ontario, Canada, North America",https://meya.ai/,Less than $1M,Seed,"500 Startups, 500 Startups Canada"
Seed Round - Clarity,https://www.crunchbase.com/funding_round/clarity-2-seed--f78148b9,Clarity,https://www.crunchbase.com/organization/clarity-2,Seed,1600000,USD,1600000,2012-12-05,,,,Clarity provides entrepreneurs with over-the-phone business expertise and mentorships.,"Email Marketing, Marketplace, Social Media Marketing","San Francisco, California, United States, North America",https://clarity.fm/,$1M to $10M,M&A,"500 Startups, Baseline Ventures, East Valley Ventures, Freestyle Capital, Hinge Capital, Mark Cuban, Real Ventures, Version One Ventures"
Seed Round - Telgani,https://www.crunchbase.com/funding_round/telgani-seed--8ee6a35e,Telgani,https://www.crunchbase.com/organization/telgani,Seed,900000,USD,900000,2020-05-11,,,,Telgani is a leading car rental platform in which customers can quickly and easily rent car at a very competitive price.,"Apps, Car Sharing, Mobile Apps, Rental","Riyadh, Ar Riyad, Saudi Arabia, Asia",https://telgani.com/,,Seed,"500 Startups, Impact46"
Series E - Blend,https://www.crunchbase.com/funding_round/blend-labs-series-e--90a881bd,Blend,https://www.crunchbase.com/organization/blend-labs,Series E,130000000,USD,130000000,2019-06-24,820000000,USD,820000000,"Blend is a digital lending platform that supports and simplifies applications for mortgages, consumer loans, and deposit accounts.","Financial Services, FinTech, Lending, Software","San Francisco, California, United States, North America",https://www.blend.com,$10M to $50M,Late Stage Venture,"500 Startups, 8VC, Founders Fund, G Squared, General Atlantic, Greylock, Lightspeed Venture Partners, Salesforce Ventures, Temasek Holdings"
Series A - MOJIO,https://www.crunchbase.com/funding_round/mojio-series-a--5a8ce226,MOJIO,https://www.crunchbase.com/organization/mojio,Series A,8000000,USD,8000000,2015-03-24,,,,"MOJIO is an open platform that enables users to connect their cars with other people, places, and things via smartphone apps.","Android, Apps, Internet, iOS, Mobile, Robotics, Software, Wireless","Vancouver, British Columbia, Canada, North America",http://moj.io,$1M to $10M,Early Stage Venture,"500 Startups, Amazon Alexa Fund, BDC Venture Capital, Deutsche Telekom Strategic Investments, Greenangel Energy, Relay Ventures, Revolution"
Series A - eFishery,https://www.crunchbase.com/funding_round/efishery-series-a--eabd9298,eFishery,https://www.crunchbase.com/organization/efishery,Series A,4000000,USD,4000000,2018-11-13,,,,"eFishery is an integrated feeding solution for fish and shrimp farming. We develop innovations within aquaculture, offering an end-to-end solution for fish and shrimp farmers to easily access feed, financing, and markets.","Agriculture, Aquaculture, Farming, Internet of Things, Nutrition","Bandung, Jawa Barat, Indonesia, Asia",http://efishery.com,$1M to $10M,Early Stage Venture,"500 Startups, Aqua Spark, Maloekoe Ventures, Social Capital, Triputra Group, Unreasonable Capital, Wavemaker Partners"
Venture Round - Memory,https://www.crunchbase.com/funding_round/memory-ai-series-unknown--2cd00214,Memory,https://www.crunchbase.com/organization/memory-ai,Venture - Series Unknown,1000000,USD,1000000,2016-05-11,,,,Memory is a Norwegian startup that builds tools for the future of work.,"Artificial Intelligence, Machine Learning, Software","Oslo, Oslo, Norway, Europe",https://memory.ai/,$1M to $10M,,"500 Startups, SNÖ Ventures"
Seed Round - Finaeo,https://www.crunchbase.com/funding_round/finaeo-inc-seed--218f47ef,Finaeo,https://www.crunchbase.com/organization/finaeo-inc,Seed,5350000,CAD,3998108,2019-03-26,,,,Finaeo helps the life insurance industry simplify distribution by automating the front/back-office of today’s complex supply chain.,"Finance, Financial Services, FinTech","Toronto, Ontario, Canada, North America",https://www.finaeo.com,$1M to $10M,Seed,"500 Startups, Alex Norman, Conconi Growth Partners, iGan Partners, Impression Ventures, Inovia Capital, Luge Capital, Reinsurance Group Of America, RGAx, Rising Tide"
Seed Round - Alongside,https://www.crunchbase.com/funding_round/qimple-seed--622dd4e3,Alongside,https://www.crunchbase.com/organization/qimple,Seed,500000,USD,500000,2015-05-12,,,,Alongside humanizes the online hiring experience by improving the way job seekers and employers discover each other.,"Enterprise Software, Human Resources, Recruiting, SaaS, Software","Moncton, New Brunswick, Canada, North America",https://www.alongside.com,$1M to $10M,Seed,"500 Startups, East Valley Ventures, Hedgewood"
